chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.URL,parameters.URL_method,parameters.boolshad.hgSeq.cdsExon,parameters.boolshad.hgSeq.downstream,parameters.boolshad.hgSeq.intron,parameters.boolshad.hgSeq.maskRepeats,parameters.boolshad.hgSeq.promoter,parameters.boolshad.hgSeq.revComp,parameters.boolshad.hgSeq.splitCDSUTR,parameters.boolshad.hgSeq.utrExon3,parameters.boolshad.hgSeq.utrExon5,parameters.boolshad.hgta_printCustomTrackHeaders,parameters.chromInfo,parameters.data_type,parameters.db,parameters.dbkey,parameters.description,parameters.fbDownBases,parameters.fbExonBases,parameters.fbIntronBases,parameters.fbQual,parameters.fbUpBases,parameters.hgSeq.casing,parameters.hgSeq.cdsExon,parameters.hgSeq.downstream,parameters.hgSeq.downstreamSize,parameters.hgSeq.granularity,parameters.hgSeq.intron,parameters.hgSeq.maskRepeats,parameters.hgSeq.padding3,parameters.hgSeq.padding5,parameters.hgSeq.promoter,parameters.hgSeq.promoterSize,parameters.hgSeq.repMasking,parameters.hgSeq.splitCDSUTR,parameters.hgSeq.utrExon3,parameters.hgSeq.utrExon5,parameters.hgsid,parameters.hgta_ctDesc,parameters.hgta_ctName,parameters.hgta_ctUrl,parameters.hgta_ctVis,parameters.hgta_ctWigOutType,parameters.hgta_doGalaxyQuery,parameters.hgta_doGenomicDna,parameters.hgta_doGetBed,parameters.hgta_doGetCustomTrackFile,parameters.hgta_doPrintSelectedFields,parameters.hgta_doTopSubmit,parameters.hgta_outputType,parameters.hgta_palOut,parameters.hgta_printCustomTrackHeaders,parameters.hgta_regionType,parameters.hgta_table,parameters.hgta_track,parameters.hguid,parameters.org,parameters.organism,parameters.position,parameters.table,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-21 23:51:55.344145,slurm_normal,1432252349.0,0.0,,1.0,main_w2_handler1,2298156,9515177,False,,3835343.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""bed""","""eschColi_K12""","""eschColi_K12""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2368602_5WawJtLJNK3saAFPPC7hbn6nh5fZ""","""E. coli K-12 MG1655 (NC_000913.2)""","""E. coli K-12 MG1655 (NC_000913.2)""","""""","""dense""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,"""on""","""genome""","""refSeq""","""refSeq""","""7632275_KFqnULUwV4Q0vaaABa9piyAGCnSL""","""Escherichia coli K12""","""Escherichia coli K12""","""chr:4208992-4210991""","""refSeq""",32.0,,22814188,1432252330.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-05-21 23:52:43.162619,62983.0,19.0
,,2015-05-20 23:07:02.116492,slurm_normal,1432163237.0,0.0,,1.0,main_w1_handler0,2313974,9507468,False,,3828871.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/leptInte.len""","""bed""","""leptInte""","""leptInte""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2367495_uwAcXRnti5A7JxisVprqydmLlhha""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""7586254_uguVdWLywOGt1esTlU0wQAtHmrU9""","""Leptospira interrogans""","""Leptospira interrogans""","""chrI:10001-35000""","""refSeq""",32.0,,22791882,1432163231.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-05-20 23:07:21.627085,62942.0,6.0
,,2015-05-28 22:50:12.872539,slurm_normal,1432853431.0,0.0,,1.0,main_w1_handler0,2322965,9557244,False,,3870537.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/leptInte.len""","""bed""","""leptInte""","""leptInte""","""genome""","""200""","""0""","""100""","""intron""","""200""",,,,,,,,,,,,,,,,"""2378163_TlkSugxIobjlGGHJ25GsgAav6KEh""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""7631277_EipbPAm7iwnHMZyO8K5PSNKaOSAa""","""Leptospira interrogans""","""Leptospira interrogans""","""chrI:10001-35000""","""refSeq""",32.0,,22791882,1432853423.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-05-28 22:50:37.359369,62942.0,8.0
,,2015-05-28 21:15:02.756278,slurm_normal,1432847727.0,0.0,,1.0,main_w1_handler0,2321409,9556748,False,,3870035.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,,"""/galaxy-repl/localdata/chrom/vibrChol_MO10_1.len""","""gtf""","""vibrChol_MO10_1""","""vibrChol_MO10_1""","""genome""",,,,,,,,,,,,,,,,,,,,,"""2378118_ZaH3JBMpqOrntHAxpUWcvPO3JYAt""",,,,,,"""Send query to Galaxy""",,,,,"""get output""","""gff""",,,"""genome""","""refSeq""","""refSeq""","""7679911_GNRwpmPoYEraEtwuVWyzVvWELvLF""","""Vibrio cholerae MO10""","""Vibrio cholerae MO10""","""VchoM_01_1:10001-35000""","""refSeq""",32.0,,23315019,1432847716.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-05-28 21:15:31.964444,64213.0,11.0
,,2015-05-28 21:16:09.017016,slurm_normal,1432847790.0,0.0,,1.0,main_w2_handler0,2321409,9556762,False,,3870045.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,,"""/galaxy-repl/localdata/chrom/vibrChol1.len""","""gtf""","""vibrChol1""","""vibrChol1""","""genome""",,,,,,,,,,,,,,,,,,,,,"""2378127_OBvYhJpUhOWlLNngAT8NIQtPEGFG""",,,,,,"""Send query to Galaxy""",,,,,"""get output""","""gff""",,,"""genome""","""refSeq""","""refSeq""","""7679911_GNRwpmPoYEraEtwuVWyzVvWELvLF""","""Vibrio cholerae O1 El Tor""","""Vibrio cholerae O1 El Tor""","""chrI:10001-35000""","""refSeq""",32.0,,23315019,1432847781.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-05-28 21:16:33.343448,64213.0,9.0
,,2015-05-28 22:49:31.972968,slurm_normal,1432853391.0,0.0,,1.0,main_w1_handler0,2322965,9557242,False,,3870534.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/leptInte.len""","""bed""","""leptInte""","""leptInte""","""genome""","""200""","""100""","""0""","""exon""","""200""",,,,,,,,,,,,,,,,"""2378162_vyvOAawfoisYoE7bldF0yMQbp1Vj""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""7631277_EipbPAm7iwnHMZyO8K5PSNKaOSAa""","""Leptospira interrogans""","""Leptospira interrogans""","""chrI:10001-35000""","""refSeq""",32.0,,22791882,1432853384.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-05-28 22:49:53.865553,62942.0,7.0
,,2015-05-28 23:07:35.581627,slurm_normal,1432854468.0,0.0,,1.0,main_w2_handler0,2322977,9557312,False,,3870626.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/leptInte.len""","""bed""","""leptInte""","""leptInte""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2378175_AntujYDf7Oi54annfZA8qEAUg6eq""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""7680101_7ej3NPBS4hyPAGiAQgfLn5kTmfiD""","""Leptospira interrogans""","""Leptospira interrogans""","""chrI:10001-35000""","""refSeq""",32.0,,23322429,1432854461.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-05-28 23:07:53.399485,,7.0
,,2015-05-28 22:52:29.462467,slurm_normal,1432853576.0,0.0,,1.0,main_w1_handler0,2322965,9557250,False,,3870550.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/leptInte.len""","""bed""","""leptInte""","""leptInte""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2378165_LhEGxkxx7d9aMF2mXYHCX0c4G40w""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""7631277_EipbPAm7iwnHMZyO8K5PSNKaOSAa""","""Leptospira interrogans""","""Leptospira interrogans""","""chrI:10001-35000""","""refSeq""",32.0,,22791882,1432853559.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-05-28 22:52:59.396750,62942.0,17.0
,,2015-06-30 10:37:06.015216,slurm_normal,1435660655.0,0.0,,1.0,main_w2_handler1,2360019,9765956,False,,4068787.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/mycoTube_H37RV.len""","""bed""","""mycoTube_H37RV""","""mycoTube_H37RV""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2421797_YeQxhfuaqXehcoFmg51SW7QIUzfr""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""7875044_7hATDImEQW221IVfsLGAJIt9Zmbi""","""Mycobacterium tuberculosis H37Rv""","""Mycobacterium tuberculosis H37Rv""","""chr:10001-35000""","""refSeq""",32.0,,23906059,1435660645.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-06-30 10:37:38.954037,37220.0,10.0
,,2015-05-27 20:33:32.101485,slurm_normal,1432758852.0,0.0,,1.0,main_w2_handler1,2319757,9547391,False,,3861300.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,,"""/galaxy-repl/localdata/chrom/leptInte.len""","""auto""","""leptInte""","""leptInte""","""genome""",,,,,,,,,,,,,,,,,,,,,"""2376708_WatE1OBCylZYCnl78ptUToGfeoF0""",,,,,,"""Send query to Galaxy""",,,,,"""get output""","""primaryTable""",,,"""genome""","""refSeq""","""refSeq""","""7631277_EipbPAm7iwnHMZyO8K5PSNKaOSAa""","""Leptospira interrogans""","""Leptospira interrogans""","""chrI:10001-35000""","""refSeq""",32.0,,22791882,1432758833.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-05-27 20:34:14.824761,62942.0,19.0
,,2015-05-27 20:40:06.853609,slurm_normal,1432759241.0,0.0,,1.0,main_w2_handler1,2319757,9547418,False,,3861331.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""","""0""","""0""","""0""","""0""","""0""",,"""0""","""0""","""0""",,"""/galaxy-repl/localdata/chrom/leptInte.len""","""fasta""","""leptInte""","""leptInte""","""genome""",,,,,,"""exon""","""on""","""on""","""1000""","""gene""","""on""",,"""0""","""0""","""on""","""1000""","""lower""",,"""on""","""on""","""2376713_AiLOSRmwVHAgiXCy9jMulY0yzr9I""",,,,,,"""Send query to Galaxy""","""get sequence""",,,,,"""sequence""",,,"""genome""","""refSeq""","""refSeq""","""7631277_EipbPAm7iwnHMZyO8K5PSNKaOSAa""","""Leptospira interrogans""","""Leptospira interrogans""","""chrI:10001-35000""","""refSeq""",32.0,,22791882,1432759218.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-05-27 20:40:43.184348,62942.0,23.0
,,2015-05-27 22:02:44.086034,slurm_normal,1432764178.0,0.0,,1.0,main_w1_handler0,2321481,9547929,False,,3861773.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/leptInte.len""","""bed""","""leptInte""","""leptInte""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2376751_QohnicbuqnzrsjgkbGZMtphW2AAY""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,"""on""","""genome""","""refSeq""","""refSeq""","""7631277_EipbPAm7iwnHMZyO8K5PSNKaOSAa""","""Leptospira interrogans""","""Leptospira interrogans""","""chrI:10001-35000""","""refSeq""",32.0,,22791882,1432764171.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-05-27 22:03:03.169004,62942.0,7.0
,,2015-05-27 21:49:42.331450,slurm_normal,1432763403.0,0.0,,1.0,main_w1_handler0,2321481,9547905,False,,3861733.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,,"""/galaxy-repl/localdata/chrom/leptInte.len""","""gtf""","""leptInte""","""leptInte""","""genome""",,,,,,,,,,,,,,,,,,,,,"""2376744_YowuvmtUbEiGXdxVcgHASCEh2d4I""",,,,,,"""Send query to Galaxy""",,,,,"""get output""","""gff""",,,"""genome""","""refSeq""","""refSeq""","""7631277_EipbPAm7iwnHMZyO8K5PSNKaOSAa""","""Leptospira interrogans""","""Leptospira interrogans""","""chrI:10001-35000""","""refSeq""",32.0,,22791882,1432763393.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-05-27 21:50:08.503030,62942.0,10.0
,,2015-06-03 04:36:57.791242,slurm_normal,1433306259.0,0.0,,1.0,main_w1_handler1,2326311,9587149,False,,3899346.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/pyrAer1.len""","""bed""","""pyrAer1""","""pyrAer1""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2384662_4bILQmhA71jV8aXrBuCnVIg9dJjR""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""7717941_NkpXyCJYr6MkvRf8D2hBjMudsZM2""","""Pyrobaculum aerophilum""","""Pyrobaculum aerophilum""","""chr:10001-35000""","""refSeq""",32.0,,23373402,1433306252.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-06-03 04:37:43.017672,64303.0,7.0
,,2015-05-30 05:22:20.664394,slurm_normal,1432963356.0,0.0,,1.0,main_w2_handler1,2324433,9565556,False,,3878914.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/mycoTube_H37RV.len""","""bed""","""mycoTube_H37RV""","""mycoTube_H37RV""","""range""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2380412_4UP8nxPSTPbKYmkCqrcvbwFJbVR4""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""range""","""refSeq""","""refSeq""","""7690377_oY73j99jkb73aQO1VGpuOwOBrXNc""","""Mycobacterium tuberculosis H37Rv""","""Mycobacterium tuberculosis H37Rv""","""chr:10001-35000""","""refSeq""",32.0,,23346147,1432963348.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-05-30 05:22:39.711054,64065.0,8.0
,,2015-06-30 20:47:15.357288,slurm_normal,1435697262.0,0.0,,1.0,main_w1_handler1,2360625,9771067,False,,4073456.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/baciSubt2.len""","""bed""","""baciSubt2""","""baciSubt2""","""genome""","""200""","""0""","""0""","""cds""","""200""",,,,,,,,,,,,,,,,"""2422220_gOam2ItR5RXyNKfgKTJikREnGtMu""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""7880648_VOuhVkI4OgJtsP9PwQFAhxv8rrcP""","""Bacillus subtilis""","""Bacillus subtilis""","""chr:10001-35000""","""refSeq""",32.0,,23917893,1435697256.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-06-30 20:47:46.978473,,6.0
,,2015-06-30 20:58:39.315389,slurm_normal,1435697951.0,0.0,,1.0,main_w1_handler1,2360631,9771138,False,,4073534.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/baciSubt2.len""","""bed""","""baciSubt2""","""baciSubt2""","""genome""","""200""","""0""","""0""","""exon""","""200""",,,,,,,,,,,,,,,,"""2422234_HJktIVXLjgaN2VUtArzXRrwSgQwR""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""7880717_C8zHJDBrObMcTgwLoL8Q99SxIJeu""","""Bacillus subtilis""","""Bacillus subtilis""","""chr:10001-35000""","""refSeq""",32.0,,23917963,1435697940.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-06-30 20:59:14.144295,,11.0
,,2015-06-30 20:51:59.265989,slurm_normal,1435697545.0,0.0,,1.0,main_w2_handler0,2360635,9771100,False,,4073495.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/baciSubt2.len""","""bed""","""baciSubt2""","""baciSubt2""","""range""","""200""","""0""","""0""","""exon""","""200""",,,,,,,,,,,,,,,,"""2422225_Y0HIuDfeQa3NUEuuU0MzGviXhueM""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""range""","""refSeq""","""refSeq""","""7880674_WsMHwoVhnX8wW6yGJNrf7ym5Ug5g""","""Bacillus subtilis""","""Bacillus subtilis""","""chr:10001-35000""","""refSeq""",32.0,,23917972,1435697540.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-06-30 20:52:30.664543,,5.0
,,2015-06-30 20:50:41.899503,slurm_normal,1435697470.0,0.0,,1.0,main_w1_handler0,2360618,9771093,False,,4073486.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/baciSubt2.len""","""bed""","""baciSubt2""","""baciSubt2""","""range""","""200""","""0""","""0""","""cds""","""200""",,,,,,,,,,,,,,,,"""2422223_4Tu1AOmARddJimaRfG5vBauqa7aI""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""range""","""refSeq""","""refSeq""","""7880660_uKN6PMYaYWG8TqABtqX4LBwN6y23""","""Bacillus subtilis""","""Bacillus subtilis""","""chr:10001-35000""","""refSeq""",32.0,,23917829,1435697463.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-06-30 20:51:14.221002,,7.0
,,2015-06-30 20:52:51.182241,slurm_normal,1435697597.0,0.0,,1.0,main_w1_handler0,2360636,9771101,False,,4073496.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/baciSubt2.len""","""bed""","""baciSubt2""","""baciSubt2""","""genome""","""200""","""0""","""0""","""cds""","""200""",,,,,,,,,,,,,,,,"""2422226_89JCCArdEXolbGEOoPXtErxFP495""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""7880682_8GreTyaMozlSDEZLoA5E0Cm1zGGb""","""Bacillus subtilis""","""Bacillus subtilis""","""chr:10001-35000""","""refSeq""",32.0,,23917973,1435697588.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-06-30 20:53:20.977995,,9.0
,,2015-06-30 20:46:52.013551,slurm_normal,1435697236.0,0.0,,1.0,main_w1_handler2,2360557,9771062,False,,4073453.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/baciSubt2.len""","""bed""","""baciSubt2""","""baciSubt2""","""genome""","""200""","""0""","""0""","""cds""","""200""",,,,,,,,,,,,,,,,"""2422219_5cDqfR3tM2jtPhV45cnnYWBosTaA""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""7880647_MaZFBssqaNAqbDXCpNaq1ayjD8kF""","""Bacillus subtilis""","""Bacillus subtilis""","""chr:10001-35000""","""refSeq""",32.0,,23916142,1435697229.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-06-30 20:47:20.736949,,7.0
,,2015-06-30 20:47:13.769291,slurm_normal,1435697254.0,0.0,,1.0,main_w2_handler1,2360679,9771065,False,,4073455.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/baciSubt2.len""","""bed""","""baciSubt2""","""baciSubt2""","""range""","""200""","""0""","""0""","""exon""","""200""",,,,,,,,,,,,,,,,"""2422222_sE3OxN8Ggc3wDGuw6Fknz6Ca60tD""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""range""","""refSeq""","""refSeq""","""7880652_VNxSGAEwxR2OgqvSLWMnaw0CvgdO""","""Bacillus subtilis""","""Bacillus subtilis""","""chr:10001-35000""","""refSeq""",32.0,,23917897,1435697248.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-06-30 20:47:37.342508,,6.0
,,2015-06-30 20:53:15.681017,slurm_normal,1435697623.0,0.0,,1.0,main_w2_handler1,2360553,9771104,False,,4073500.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/baciSubt2.len""","""bed""","""baciSubt2""","""baciSubt2""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2422228_iNlrCDrAx5UgillMc8ABOAGUlNVp""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""7880686_mEa73xvOKnFJagoMAAhhQ8AAftkR""","""Bacillus subtilis""","""Bacillus subtilis""","""chr:10001-35000""","""refSeq""",32.0,,23916001,1435697614.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-06-30 20:53:46.414928,,9.0
,,2015-06-30 20:47:16.020831,slurm_normal,1435697284.0,0.0,,1.0,main_w1_handler0,2360630,9771068,False,,4073457.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/baciSubt2.len""","""bed""","""baciSubt2""","""baciSubt2""","""genome""","""200""","""0""","""0""","""cds""","""200""",,,,,,,,,,,,,,,,"""2422221_bnVa64uaAmq9Y0viyihC3Wx7djEA""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""7880651_MtkjiGxiRTxDLE4ShydaIOpKpR8o""","""Bacillus subtilis""","""Bacillus subtilis""","""chr:10001-35000""","""refSeq""",32.0,,23917959,1435697261.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-06-30 20:48:06.613034,,23.0
,,2015-06-30 20:53:17.076584,slurm_normal,1435697616.0,0.0,,1.0,main_w2_handler0,2360560,9771105,False,,4073499.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/baciSubt2.len""","""bed""","""baciSubt2""","""baciSubt2""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2422227_fImDpedfkD4EQzWPJGKB9BQhjT3R""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""7880683_VAqn2Ok08gTSsnCMlaFARN8KJRXd""","""Bacillus subtilis""","""Bacillus subtilis""","""chr:10001-35000""","""refSeq""",32.0,,23916235,1435697610.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-06-30 20:53:39.767512,,6.0
,,2015-06-30 20:55:18.487453,slurm_normal,1435697741.0,0.0,,1.0,main_w1_handler1,2360618,9771111,False,,4073507.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/baciSubt2.len""","""bed""","""baciSubt2""","""baciSubt2""","""genome""","""200""","""0""","""0""","""cds""","""200""",,,,,,,,,,,,,,,,"""2422236_gEaIXd0vggRzXhe0fm52BDdKQGvW""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""7880660_uKN6PMYaYWG8TqABtqX4LBwN6y23""","""Bacillus subtilis""","""Bacillus subtilis""","""chr:10001-35000""","""refSeq""",32.0,,23917829,1435697734.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2015-06-30 20:55:45.254935,,7.0
