bed_input,bed_input_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bed_vs_interval.__current_case__,parameters.bed_vs_interval.bed_input,parameters.bed_vs_interval.bed_vs_interval_selector,parameters.bed_vs_interval.int_input,parameters.chromInfo,parameters.dbkey,parameters.invert,parameters.vcf_input,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,vcf_input,vcf_input_filetype,runtime
768.0,bed,2015-06-21 09:38:56.680422,slurm_normal,1434879571.0,0,1.0,main_w1_handler2,2350662,9701304,False,,4009624.roundup,slurm,,132112168.0,corral-repl,,,0,20083370.0,bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20083179,32.0,,23740305,1434879566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-06-21 09:39:33.843953,,20994193,vcf,5.0
768.0,bed,2015-06-21 09:44:12.096146,slurm_normal,1434879888.0,0,1.0,main_w2_handler0,2350662,9701312,False,,4009637.roundup,slurm,,132112168.0,corral-repl,,,0,20083392.0,bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20083178,32.0,,23740305,1434879880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-06-21 09:44:50.573763,,20958164,vcf,8.0
14984.0,bed,2015-06-21 10:38:43.763148,slurm_normal,1434883167.0,0,1.0,main_w1_handler0,2350662,9701513,False,,4009787.roundup,slurm,,132112168.0,corral-repl,,,0,20083674.0,bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20083673,32.0,,23740305,1434883159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-06-21 10:39:29.937274,,31521986,vcf,8.0
14984.0,bed,2015-06-21 11:02:09.910302,slurm_normal,1434884565.0,0,1.0,main_w1_handler2,2350662,9701577,False,,4009931.roundup,slurm,,132112168.0,corral-repl,,,0,20083766.0,bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20083673,32.0,,23740305,1434884557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-06-21 11:02:47.673205,,31521986,vcf,8.0
19.0,bed,2015-04-13 16:07:32.978143,slurm_normal,1428941413.0,0,1.0,main_w2_handler1,975936,9219168,False,,3500860.roundup,slurm,,132112168.0,corral-repl,,,0,13933641.0,bed,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",19244408,32.0,,22400283,1428941270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-13 16:10:15.215816,22418.0,2677768042,vcf,143.0
9820.0,bed,2015-06-21 18:47:12.889043,slurm_normal,1434912462.0,0,1.0,main_w1_handler0,2350662,9702621,False,,4010881.roundup,slurm,,132112168.0,corral-repl,,,0,20085722.0,bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20083673,32.0,,23740305,1434912452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-06-21 18:47:44.081231,,31521986,vcf,10.0
14984.0,bed,2015-06-21 19:08:03.120619,slurm_normal,1434913712.0,0,1.0,main_w1_handler1,2350662,9702674,False,,4010906.roundup,slurm,,132112168.0,corral-repl,,,0,20085804.0,bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20083673,32.0,,23740305,1434913704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-06-21 19:08:35.950217,,31521986,vcf,8.0
47529816.0,bed,2015-06-21 16:18:15.023035,slurm_normal,1434903518.0,0,1.0,main_w1_handler0,2104786,9702307,False,,4010626.roundup,slurm,,132112168.0,corral-repl,,,0,20058198.0,bed,,"""/galaxy-repl/main/files/011/550/dataset_11550195.dat""","""Psc_contigs_v1""","""False""",20057832,32.0,,23552149,1434903509.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-06-21 16:18:39.420776,52881.0,2479013,vcf,9.0
30430.0,bed,2015-04-17 00:17:09.766139,slurm_normal,1429229846.0,0,1.0,main_w2_handler1,2177479,9251031,False,,12698.rodeo,slurm,,16332488.0,corral-repl,,,0,19323284.0,bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",18334575,2.0,,22486279,1429229841.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-17 00:17:31.291784,44221.0,1433794,vcf,5.0
299068.0,bed,2015-04-15 12:51:44.750085,slurm_normal,1429102324.0,0,1.0,main_w1_handler1,2239356,9236220,False,,3517490.roundup,slurm,,132112168.0,corral-repl,,,0,19295819.0,bed,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",19295820,32.0,,21852263,1429102320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 12:52:06.652012,,17256138,vcf,4.0
299068.0,bed,2015-04-15 12:39:56.300912,slurm_normal,1429101620.0,0,1.0,main_w2_handler1,2239356,9236118,False,,3517391.roundup,slurm,,132112168.0,corral-repl,,,0,19295659.0,bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",19295651,32.0,,21852263,1429101615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 12:40:24.452675,,17256138,vcf,5.0
14589.0,bed,2015-04-15 13:29:46.288197,slurm_normal,1429104726.0,0,1.0,main_w2_handler1,2271116,9236641,False,,3517853.roundup,slurm,,132112168.0,corral-repl,,,0,19296478.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296476,32.0,,22121278,1429104601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:32:08.491274,53715.0,892807633,vcf,125.0
14589.0,bed,2015-04-15 13:29:43.591640,slurm_normal,1429104758.0,0,1.0,main_w1_handler1,2271116,9236638,False,,3517851.roundup,slurm,,132112168.0,corral-repl,,,0,19296478.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296474,32.0,,22121278,1429104598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:32:42.681049,53715.0,892789110,vcf,160.0
14589.0,bed,2015-04-15 13:29:45.204332,slurm_normal,1429104762.0,0,1.0,main_w1_handler1,2271116,9236640,False,,3517852.roundup,slurm,,132112168.0,corral-repl,,,0,19296478.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296475,32.0,,22121278,1429104598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:32:45.008084,53715.0,893741759,vcf,164.0
14589.0,bed,2015-04-15 13:42:48.074490,slurm_normal,1429105751.0,0,1.0,main_w2_handler0,2271125,9236761,False,,3518039.roundup,slurm,,132112168.0,corral-repl,,,0,19296647.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296634,32.0,,22121278,1429105624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:49:14.061305,53715.0,932236540,vcf,127.0
14589.0,bed,2015-04-15 13:29:42.981915,slurm_normal,1429104720.0,0,1.0,main_w1_handler0,2271116,9236637,False,,3517849.roundup,slurm,,132112168.0,corral-repl,,,0,19296478.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296473,32.0,,22121278,1429104596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:32:07.274292,53715.0,934452095,vcf,124.0
14589.0,bed,2015-04-15 13:42:43.293964,slurm_normal,1429105487.0,0,1.0,main_w2_handler0,2271125,9236757,False,,3517984.roundup,slurm,,132112168.0,corral-repl,,,0,19296647.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296625,32.0,,22121278,1429105374.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:44:51.660599,53715.0,775682529,vcf,113.0
14589.0,bed,2015-04-15 13:42:43.964772,slurm_normal,1429105622.0,0,1.0,main_w2_handler0,2271125,9236758,False,,3518007.roundup,slurm,,132112168.0,corral-repl,,,0,19296647.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296630,32.0,,22121278,1429105494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:47:07.108150,53715.0,934162636,vcf,128.0
14589.0,bed,2015-04-15 13:42:40.988038,slurm_normal,1429105496.0,0,1.0,main_w1_handler0,2271125,9236755,False,,3517987.roundup,slurm,,132112168.0,corral-repl,,,0,19296647.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296623,32.0,,22121278,1429105377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:45:00.465276,53715.0,938962714,vcf,119.0
14589.0,bed,2015-04-15 13:42:50.195224,slurm_normal,1429105754.0,0,1.0,main_w2_handler0,2271125,9236762,False,,3518042.roundup,slurm,,132112168.0,corral-repl,,,0,19296647.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296635,32.0,,22121278,1429105634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:49:16.347375,53715.0,935944892,vcf,120.0
14589.0,bed,2015-04-15 13:42:59.675436,slurm_normal,1429105900.0,0,1.0,main_w2_handler0,2271125,9236769,False,,3518053.roundup,slurm,,132112168.0,corral-repl,,,0,19296647.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296643,32.0,,22121278,1429105770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:51:43.600118,53715.0,892807633,vcf,130.0
14589.0,bed,2015-04-15 13:42:39.740032,slurm_normal,1429105512.0,0,1.0,main_w1_handler1,2271125,9236754,False,,3517985.roundup,slurm,,132112168.0,corral-repl,,,0,19296647.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296622,32.0,,22121278,1429105377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:45:14.256131,53715.0,951978436,vcf,135.0
14589.0,bed,2015-04-15 13:29:47.590528,slurm_normal,1429104848.0,0,1.0,main_w1_handler1,2271116,9236642,False,,3517888.roundup,slurm,,132112168.0,corral-repl,,,0,19296478.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296477,32.0,,22121278,1429104734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:34:11.268415,53715.0,884444308,vcf,114.0
14589.0,bed,2015-04-15 13:42:52.980095,slurm_normal,1429105616.0,0,1.0,main_w2_handler1,2271125,9236765,False,,3518009.roundup,slurm,,132112168.0,corral-repl,,,0,19296647.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296636,32.0,,22121278,1429105494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:47:01.309953,53715.0,941236824,vcf,122.0
14589.0,bed,2015-04-15 13:42:58.526521,slurm_normal,1429105872.0,0,1.0,main_w2_handler0,2271125,9236768,False,,3518051.roundup,slurm,,132112168.0,corral-repl,,,0,19296647.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296642,32.0,,22121278,1429105764.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:51:13.816675,53715.0,893741759,vcf,108.0
14589.0,bed,2015-04-15 13:42:55.439112,slurm_normal,1429105624.0,0,1.0,main_w2_handler1,2271125,9236766,False,,3518012.roundup,slurm,,132112168.0,corral-repl,,,0,19296647.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296638,32.0,,22121278,1429105503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:47:06.698801,53715.0,934452095,vcf,121.0
14589.0,bed,2015-04-15 13:42:42.300518,slurm_normal,1429105488.0,0,1.0,main_w1_handler1,2271125,9236756,False,,3517986.roundup,slurm,,132112168.0,corral-repl,,,0,19296647.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296624,32.0,,22121278,1429105377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:44:50.937991,53715.0,936636639,vcf,111.0
14589.0,bed,2015-04-15 13:42:57.705095,slurm_normal,1429105841.0,0,1.0,main_w1_handler1,2271125,9236767,False,,3518040.roundup,slurm,,132112168.0,corral-repl,,,0,19296647.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296639,32.0,,22121278,1429105630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:51:21.152257,53715.0,892789110,vcf,211.0
14589.0,bed,2015-04-15 13:42:46.244751,slurm_normal,1429105758.0,0,1.0,main_w1_handler0,2271125,9236760,False,,3518041.roundup,slurm,,132112168.0,corral-repl,,,0,19296647.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296632,32.0,,22121278,1429105634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:49:21.731262,53715.0,943213307,vcf,124.0
14589.0,bed,2015-04-15 13:42:44.597972,slurm_normal,1429105686.0,0,1.0,main_w1_handler0,2271125,9236759,False,,3518017.roundup,slurm,,132112168.0,corral-repl,,,0,19296647.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296631,32.0,,22121278,1429105520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:48:08.998975,53715.0,926703211,vcf,166.0
14589.0,bed,2015-04-15 13:43:01.087984,slurm_normal,1429105884.0,0,1.0,main_w1_handler1,2271125,9236771,False,,3518052.roundup,slurm,,132112168.0,corral-repl,,,0,19296647.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296644,32.0,,22121278,1429105764.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 13:51:27.920298,53715.0,884444308,vcf,120.0
219072.0,bed,2015-04-15 15:26:50.115341,slurm_normal,1429111628.0,0,1.0,main_w2_handler1,2270418,9238599,False,,3519015.roundup,slurm,,132112168.0,corral-repl,,,0,19289529.0,bed,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",19297182,32.0,,21439489,1429111625.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 15:27:12.846338,34059.0,8514683,vcf,3.0
217072.0,bed,2015-04-15 14:27:31.817104,slurm_normal,1429108064.0,0,1.0,main_w1_handler0,2270418,9237221,False,,3518438.roundup,slurm,,132112168.0,corral-repl,,,0,19289530.0,bed,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",19297182,32.0,,21439489,1429108061.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 14:27:52.041959,34059.0,8514683,vcf,3.0
217072.0,bed,2015-04-15 15:25:04.644609,slurm_normal,1429111523.0,0,1.0,main_w1_handler1,2270418,9238546,False,,3518997.roundup,slurm,,132112168.0,corral-repl,,,0,19289530.0,bed,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""",19297182,32.0,,21439489,1429111519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-15 15:25:28.005388,34059.0,8514683,vcf,4.0
177.0,bed,2015-06-22 00:32:35.153433,slurm_normal,1434934326.0,0,1.0,main_w2_handler0,2351052,9703221,False,,4011453.roundup,slurm,,132112168.0,corral-repl,,,0,20086768.0,bed,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",20086579,32.0,,23539264,1434933169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-06-22 00:52:08.328854,32945.0,29249866046,vcf,1157.0
14589.0,bed,2015-04-18 13:41:37.894826,slurm_normal,1429364518.0,0,1.0,main_w1_handler1,2274347,9262475,False,,3550703.roundup,slurm,,132112168.0,corral-repl,,,0,19347050.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19347034,32.0,,22121278,1429364513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 13:42:01.049992,53715.0,8469135,vcf,5.0
14589.0,bed,2015-04-18 14:06:20.437024,slurm_normal,1429366013.0,0,1.0,main_w1_handler1,2274347,9262537,False,,3550812.roundup,slurm,,132112168.0,corral-repl,,,0,19347050.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19347040,32.0,,22121278,1429366008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 14:06:54.721512,53715.0,8533032,vcf,5.0
14589.0,bed,2015-04-18 14:06:21.273865,slurm_normal,1429366015.0,0,1.0,main_w2_handler1,2274347,9262538,False,,3550822.roundup,slurm,,132112168.0,corral-repl,,,0,19347050.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19347041,32.0,,22121278,1429366011.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 14:06:58.732798,53715.0,8441546,vcf,4.0
14589.0,bed,2015-04-18 14:06:18.142007,slurm_normal,1429365995.0,0,1.0,main_w2_handler0,2274347,9262534,False,,3550801.roundup,slurm,,132112168.0,corral-repl,,,0,19347050.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19347037,32.0,,22121278,1429365989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 14:06:37.577230,53715.0,8523416,vcf,6.0
14589.0,bed,2015-04-18 12:47:07.523540,slurm_normal,1429361353.0,0,1.0,main_w1_handler1,2271125,9262368,False,,3550517.roundup,slurm,,132112168.0,corral-repl,,,0,19346649.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296622,32.0,,22121278,1429361244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 12:49:16.513794,53715.0,951978436,vcf,109.0
14589.0,bed,2015-04-18 13:32:58.389811,slurm_normal,1429364100.0,0,1.0,main_w2_handler0,2271125,9262461,False,,3550679.roundup,slurm,,132112168.0,corral-repl,,,0,19346649.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296644,32.0,,22121278,1429363993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 13:35:02.426766,53715.0,884444308,vcf,107.0
14589.0,bed,2015-04-18 14:06:18.950842,slurm_normal,1429365997.0,0,1.0,main_w1_handler1,2274347,9262535,False,,3550805.roundup,slurm,,132112168.0,corral-repl,,,0,19347050.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19347038,32.0,,22121278,1429365992.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 14:06:39.219415,53715.0,7995013,vcf,5.0
14589.0,bed,2015-04-18 14:06:23.701329,slurm_normal,1429366014.0,0,1.0,main_w1_handler1,2274347,9262541,False,,3550816.roundup,slurm,,132112168.0,corral-repl,,,0,19347050.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19347044,32.0,,22121278,1429366011.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 14:06:56.213899,53715.0,8489666,vcf,3.0
14589.0,bed,2015-04-18 14:06:21.976912,slurm_normal,1429366013.0,0,1.0,main_w2_handler0,2274347,9262539,False,,3550814.roundup,slurm,,132112168.0,corral-repl,,,0,19347050.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19347042,32.0,,22121278,1429366008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 14:06:56.188398,53715.0,8549243,vcf,5.0
14589.0,bed,2015-04-18 13:15:28.131092,slurm_normal,1429363060.0,0,1.0,main_w1_handler1,2271125,9262434,False,,3550636.roundup,slurm,,132112168.0,corral-repl,,,0,19346649.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19296623,32.0,,22121278,1429362944.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 13:17:42.325785,53715.0,938962714,vcf,116.0
14589.0,bed,2015-04-18 13:52:31.396358,slurm_normal,1429365281.0,0,1.0,main_w2_handler1,2239819,9262499,False,,3550741.roundup,slurm,,132112168.0,corral-repl,,,0,19347078.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",18884236,32.0,,22121278,1429365163.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 13:54:42.617065,53715.0,999333461,vcf,118.0
14589.0,bed,2015-04-18 14:06:23.010236,slurm_normal,1429366002.0,0,1.0,main_w1_handler0,2274347,9262540,False,,3550808.roundup,slurm,,132112168.0,corral-repl,,,0,19347050.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19347043,32.0,,22121278,1429365998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 14:06:43.409390,53715.0,8538316,vcf,4.0
14589.0,bed,2015-04-18 14:06:25.201465,slurm_normal,1429366032.0,0,1.0,main_w2_handler1,2274347,9262543,False,,3550828.roundup,slurm,,132112168.0,corral-repl,,,0,19347050.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19347046,32.0,,22121278,1429366028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 14:07:18.738359,53715.0,8299436,vcf,4.0
14589.0,bed,2015-04-18 14:06:16.126854,slurm_normal,1429365993.0,0,1.0,main_w2_handler1,2274347,9262533,False,,3550799.roundup,slurm,,132112168.0,corral-repl,,,0,19347050.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19347036,32.0,,22121278,1429365989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 14:06:35.132514,53715.0,8499438,vcf,4.0
14589.0,bed,2015-04-18 14:06:19.739360,slurm_normal,1429366002.0,0,1.0,main_w2_handler1,2274347,9262536,False,,3550810.roundup,slurm,,132112168.0,corral-repl,,,0,19347050.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19347039,32.0,,22121278,1429365998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 14:06:44.838438,53715.0,8568943,vcf,4.0
14589.0,bed,2015-04-18 14:06:27.187129,slurm_normal,1429366032.0,0,1.0,main_w1_handler1,2274347,9262545,False,,3550826.roundup,slurm,,132112168.0,corral-repl,,,0,19347050.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19347048,32.0,,22121278,1429366028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 14:07:14.218152,53715.0,8299457,vcf,4.0
14589.0,bed,2015-04-18 14:06:28.569265,slurm_normal,1429366016.0,0,1.0,main_w2_handler0,2274347,9262546,False,,3550818.roundup,slurm,,132112168.0,corral-repl,,,0,19347050.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19347049,32.0,,22121278,1429366011.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 14:06:57.553056,53715.0,8280489,vcf,5.0
14589.0,bed,2015-04-18 14:06:13.884705,slurm_normal,1429365995.0,0,1.0,main_w1_handler1,2274347,9262531,False,,3550803.roundup,slurm,,132112168.0,corral-repl,,,0,19347050.0,bed,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""",19347034,32.0,,22121278,1429365992.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbedintersect/vcfbedintersect/0.0.2,0.0.2,,2015-04-18 14:06:37.482499,53715.0,8469135,vcf,3.0
