bigwigFile1,bigwigFile1_filetype,bigwigFile2,bigwigFile2_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName2,blackListFileName2_filetype,blackListFileName_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.plotTitle,parameters.advancedOpt.scaleFactor1,parameters.advancedOpt.scaleFactor2,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.bigwigFile1.values,parameters.bigwigFile2.values,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.comparison_select,parameters.comparison.pseudocount,parameters.dbkey,parameters.outFileFormat,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
7621452,bigwig,7769616,bigwig,,,,,,,,,2017-07-28 15:55:31.260564,slurm_multi,1501257379.0,0,,6.0,main_w4_handler2,2953206,16446772,False,,10514873,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30641057}]","[{'src': 'hda', 'id': 30645690}]","""/galaxy-repl/localdata/chrom/ce10.len""",0,log2,1.0,"""ce10""","""bedgraph""","""""",32.0,,39216818.0,1501257344.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-28 15:56:21.717385,83591,35.0
8163456,bigwig,7968196,bigwig,,,,,,,,,2017-07-28 15:56:45.610218,slurm_multi,1501257449.0,0,,6.0,main_w3_handler2,2953206,16446782,False,,10514884,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30641171}]","[{'src': 'hda', 'id': 30645695}]","""/galaxy-repl/localdata/chrom/ce10.len""",0,log2,1.0,"""ce10""","""bedgraph""","""""",32.0,,39216818.0,1501257420.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-28 15:57:31.592131,83591,29.0
7722602,bigwig,7769616,bigwig,,,,,,,,,2017-07-28 15:56:22.936968,slurm_multi,1501257488.0,0,,6.0,main_w4_handler2,2953206,16446778,False,,10514887,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30641170}]","[{'src': 'hda', 'id': 30645690}]","""/galaxy-repl/localdata/chrom/ce10.len""",0,log2,1.0,"""ce10""","""bedgraph""","""""",32.0,,39216818.0,1501257455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-28 15:58:09.393649,83591,33.0
7747925,bigwig,7968196,bigwig,,,,,,,,,2017-07-28 15:56:01.622266,slurm_multi,1501257415.0,0,,6.0,main_w4_handler2,2953206,16446774,False,,10514877,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30641112}]","[{'src': 'hda', 'id': 30645695}]","""/galaxy-repl/localdata/chrom/ce10.len""",0,log2,1.0,"""ce10""","""bedgraph""","""""",32.0,,39216818.0,1501257384.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-28 15:56:57.269962,83591,31.0
11180960,bigwig,0,bigwig,,,,,,,,,2017-07-31 15:11:22.165664,slurm_multi,1501513938.0,0,,6.0,main_w3_handler2,3041826,16469343,False,,10537563,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696939}]","[{'src': 'hda', 'id': 30696938}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501513893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:12:19.930420,83591,45.0
11676608,bigwig,11276718,bigwig,,,,,,,,,2017-07-31 15:27:01.346666,slurm_multi,1501514906.0,0,,6.0,main_w3_handler2,3041826,16469482,False,,10537705,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696943}]","[{'src': 'hda', 'id': 30696941}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501514870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:28:29.099133,83591,36.0
0,bigwig,11276718,bigwig,,,,,,,,,2017-07-31 15:24:56.482088,slurm_multi,1501514763.0,0,,6.0,main_w3_handler2,3041826,16469470,False,,10537684,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696942}]","[{'src': 'hda', 'id': 30696941}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501514729.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:26:06.139731,83591,34.0
0,bigwig,11276718,bigwig,,,,,,,,,2017-07-31 15:24:22.819870,slurm_multi,1501514722.0,0,,6.0,main_w3_handler2,3041826,16469458,False,,10537676,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696942}]","[{'src': 'hda', 'id': 30696941}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501514674.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:25:23.384867,83591,48.0
11180960,bigwig,0,bigwig,,,,,,,,,2017-07-31 15:12:05.929241,slurm_multi,1501513975.0,0,,6.0,main_w3_handler2,3041826,16469353,False,,10537572,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696939}]","[{'src': 'hda', 'id': 30696938}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501513943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:12:57.684935,83591,32.0
11698984,bigwig,0,bigwig,,,,,,,,,2017-07-31 15:14:26.853705,slurm_multi,1501514122.0,0,,6.0,main_w3_handler2,3041826,16469374,False,,10537586,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696940}]","[{'src': 'hda', 'id': 30696938}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501514075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:15:24.257240,83591,47.0
11504898,bigwig,0,bigwig,,,,,,,,,2017-07-31 15:17:10.224373,slurm_multi,1501514298.0,0,,6.0,main_w3_handler2,3041826,16469400,False,,10537607,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696955}]","[{'src': 'hda', 'id': 30696938}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501514240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:18:20.115647,83591,58.0
11504898,bigwig,0,bigwig,,,,,,,,,2017-07-31 15:17:36.505529,slurm_multi,1501514349.0,0,,6.0,main_w3_handler2,3041826,16469403,False,,10537622,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696955}]","[{'src': 'hda', 'id': 30696938}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501514308.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:19:11.335542,83591,41.0
11682938,bigwig,11165198,bigwig,,,,,,,,,2017-07-31 15:40:54.501370,slurm_multi,1501515726.0,0,,6.0,main_w4_handler2,3041826,16469576,False,,10537816,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696946}]","[{'src': 'hda', 'id': 30696945}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501515694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:42:08.782427,83591,32.0
11698984,bigwig,0,bigwig,,,,,,,,,2017-07-31 15:14:57.613279,slurm_multi,1501514160.0,0,,6.0,main_w3_handler2,3041826,16469377,False,,10537593,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696940}]","[{'src': 'hda', 'id': 30696938}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501514128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:16:02.304114,83591,32.0
11682938,bigwig,11165198,bigwig,,,,,,,,,2017-07-31 15:40:27.389407,slurm_multi,1501515683.0,0,,6.0,main_w3_handler2,3041826,16469573,False,,10537808,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696946}]","[{'src': 'hda', 'id': 30696945}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501515640.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:41:31.437608,83591,43.0
11676608,bigwig,11276718,bigwig,,,,,,,,,2017-07-31 15:26:41.366678,slurm_multi,1501514863.0,0,,6.0,main_w4_handler2,3041826,16469480,False,,10537694,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696943}]","[{'src': 'hda', 'id': 30696941}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501514812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:27:45.341638,83591,51.0
0,bigwig,11276718,bigwig,,,,,,,,,2017-07-31 15:29:47.394124,slurm_multi,1501515044.0,0,,6.0,main_w4_handler2,3041826,16469511,False,,10537731,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696944}]","[{'src': 'hda', 'id': 30696941}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501515014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:30:46.259299,83591,30.0
0,bigwig,11276718,bigwig,,,,,,,,,2017-07-31 15:29:12.608036,slurm_multi,1501515008.0,0,,6.0,main_w4_handler2,3041826,16469506,False,,10537725,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696944}]","[{'src': 'hda', 'id': 30696941}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501514964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:30:10.732425,83591,44.0
11215441,bigwig,11165198,bigwig,,,,,,,,,2017-07-31 15:42:50.952171,slurm_multi,1501515830.0,0,,6.0,main_w3_handler2,3041826,16469599,False,,10537833,slurm,,132109816.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696947}]","[{'src': 'hda', 'id': 30696945}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501515782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:43:52.489972,83591,48.0
11215441,bigwig,11165198,bigwig,,,,,,,,,2017-07-31 15:43:15.267411,slurm_multi,1501515870.0,0,,6.0,main_w4_handler2,3041826,16469611,False,,10537844,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696947}]","[{'src': 'hda', 'id': 30696945}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501515837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:44:31.747082,83591,33.0
11348590,bigwig,11165198,bigwig,,,,,,,,,2017-07-31 15:45:01.007151,slurm_multi,1501515968.0,0,,6.0,main_w3_handler2,3041826,16469645,False,,10537857,slurm,,132109816.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696948}]","[{'src': 'hda', 'id': 30696945}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501515908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:46:09.680293,83591,60.0
11348590,bigwig,11165198,bigwig,,,,,,,,,2017-07-31 15:45:31.987089,slurm_multi,1501516011.0,0,,6.0,main_w4_handler2,3041826,16469649,False,,10537879,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696948}]","[{'src': 'hda', 'id': 30696945}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501515978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 15:46:52.621862,83591,33.0
11341875,bigwig,11499687,bigwig,,,,,,,,,2017-07-31 16:13:13.551798,slurm_multi,1501517654.0,0,,6.0,main_w3_handler2,3041826,16470054,False,,10538312,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696951}]","[{'src': 'hda', 'id': 30696950}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501517606.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 16:14:16.761673,83591,48.0
11341875,bigwig,11499687,bigwig,,,,,,,,,2017-07-31 16:14:14.435239,slurm_multi,1501517704.0,0,,6.0,main_w4_handler2,3041826,16470057,False,,10538318,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696951}]","[{'src': 'hda', 'id': 30696950}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501517666.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 16:15:07.389075,83591,38.0
11227906,bigwig,11332440,bigwig,,,,,,,,,2017-07-31 16:32:09.077630,slurm_multi,1501518819.0,0,,6.0,main_w3_handler2,3041826,16470319,False,,10538561,slurm,,132109816.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696953}]","[{'src': 'hda', 'id': 30696954}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501518781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 16:33:41.180887,83591,38.0
11448085,bigwig,11499687,bigwig,,,,,,,,,2017-07-31 16:24:21.240057,slurm_multi,1501518313.0,0,,6.0,main_w4_handler2,3041826,16470266,False,,10538441,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696952}]","[{'src': 'hda', 'id': 30696950}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501518271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 16:25:14.816308,83591,42.0
11254195,bigwig,11332440,bigwig,,,,,,,,,2017-07-31 16:34:31.679473,slurm_multi,1501518929.0,0,,6.0,main_w4_handler2,3041826,16470335,False,,10538593,slurm,,132109816.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696959}]","[{'src': 'hda', 'id': 30696954}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501518882.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 16:35:31.331434,83591,47.0
11227906,bigwig,11332440,bigwig,,,,,,,,,2017-07-31 16:31:47.064215,slurm_multi,1501518764.0,0,,6.0,main_w3_handler2,3041826,16470317,False,,10538546,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696953}]","[{'src': 'hda', 'id': 30696954}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501518720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 16:32:56.667564,83591,44.0
11947231,bigwig,11499687,bigwig,,,,,,,,,2017-07-31 16:27:02.929757,slurm_multi,1501518475.0,0,,6.0,main_w4_handler2,3041826,16470284,False,,10538469,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696949}]","[{'src': 'hda', 'id': 30696950}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501518433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 16:27:56.516051,83591,42.0
11448085,bigwig,11499687,bigwig,,,,,,,,,2017-07-31 16:24:50.722605,slurm_multi,1501518348.0,0,,6.0,main_w4_handler2,3041826,16470272,False,,10538445,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696952}]","[{'src': 'hda', 'id': 30696950}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501518317.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 16:25:50.911738,83591,31.0
11947231,bigwig,11499687,bigwig,,,,,,,,,2017-07-31 16:27:28.629839,slurm_multi,1501518514.0,0,,6.0,main_w3_handler2,3041826,16470287,False,,10538480,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696949}]","[{'src': 'hda', 'id': 30696950}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501518483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 16:28:36.107159,83591,31.0
11657883,bigwig,11332440,bigwig,,,,,,,,,2017-07-31 16:38:20.070390,slurm_multi,1501519160.0,0,,6.0,main_w4_handler2,3041826,16470411,False,,10538688,slurm,,132109816.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696963}]","[{'src': 'hda', 'id': 30696954}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501519115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 16:39:22.012907,83591,45.0
11254195,bigwig,11332440,bigwig,,,,,,,,,2017-07-31 16:34:50.331215,slurm_multi,1501518969.0,0,,6.0,main_w3_handler2,3041826,16470348,False,,10538612,slurm,,132109816.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696959}]","[{'src': 'hda', 'id': 30696954}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501518937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 16:36:10.716333,83591,32.0
11657883,bigwig,11332440,bigwig,,,,,,,,,2017-07-31 16:38:44.097980,slurm_multi,1501519195.0,0,,6.0,main_w4_handler2,3041826,16470412,False,,10538706,slurm,,132109816.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696963}]","[{'src': 'hda', 'id': 30696954}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501519165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 16:39:57.761915,83591,30.0
119750608,bigwig,120541665,bigwig,,,,,,,,,2017-07-31 16:48:21.754148,slurm_multi,1501520466.0,0,,6.0,main_w4_handler2,1647869,16470441,False,,10538804,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696958}]","[{'src': 'hda', 'id': 30696960}]","""/galaxy-repl/localdata/chrom/mm9.len""",2,subtract,,"""mm9""","""bigwig""","""""",32.0,,39366175.0,1501519714.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 17:01:08.453388,38120,752.0
11638747,bigwig,11461291,bigwig,,,,,,,,,2017-07-31 17:31:24.908231,slurm_multi,1501522364.0,0,,6.0,main_w4_handler2,3041826,16470792,False,,10539089,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696967}]","[{'src': 'hda', 'id': 30696964}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501522332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 17:32:46.242865,83591,32.0
11283828,bigwig,11461291,bigwig,,,,,,,,,2017-07-31 17:25:08.146166,slurm_multi,1501521984.0,0,,6.0,main_w3_handler2,3041826,16470736,False,,10539034,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696965}]","[{'src': 'hda', 'id': 30696964}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501521918.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 17:26:26.146395,83591,66.0
11283828,bigwig,11461291,bigwig,,,,,,,,,2017-07-31 17:27:21.307267,slurm_multi,1501522098.0,0,,6.0,main_w3_handler2,3041826,16470757,False,,10539049,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696965}]","[{'src': 'hda', 'id': 30696964}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501522053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 17:28:19.598978,83591,45.0
11513095,bigwig,11461291,bigwig,,,,,,,,,2017-07-31 17:28:49.321354,slurm_multi,1501522186.0,0,,6.0,main_w3_handler2,3041826,16470776,False,,10539060,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696966}]","[{'src': 'hda', 'id': 30696964}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,39216818.0,1501522139.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 17:29:48.159739,83591,47.0
11513095,bigwig,11461291,bigwig,,,,,,,,,2017-07-31 17:29:22.217450,slurm_multi,1501522223.0,0,,6.0,main_w4_handler2,3041826,16470779,False,,10539067,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 30696966}]","[{'src': 'hda', 'id': 30696964}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bedgraph""","""""",32.0,,39216818.0,1501522190.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0,2.5.0.0,,2017-07-31 17:30:26.694535,83591,33.0
